,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
9651,Rice University,Statistics,PhD,F10,Rejected,E-mail,5 Mar 2010,U,6 Mar 2010,,3.4,620.0,800.0,4.0,
9652,Harvard University,Statistics,PhD,F10,Rejected,E-mail,2 Mar 2010,I,6 Mar 2010,,,,,,
9653,"University Of Wisconsin, Madison",Statistics,PhD,F10,Accepted,E-mail,1 Mar 2010,I,6 Mar 2010,without funding,,,,,
9654,University Of Michigan,Statistics,PhD,F10,Rejected,E-mail,2 Mar 2010,I,6 Mar 2010,,,,,,
9655,The Wharton School,Statistics,PhD,F10,Rejected,Website,6 Mar 2010,I,6 Mar 2010,,,,,,
9656,Johns Hopkins University (JHU),Applied Mathematics And Statistics,PhD,F10,Accepted,E-mail,6 Mar 2010,I,6 Mar 2010,80% tuition waiver and waitinglist for TA...,3.74,600.0,800.0,5.0,890.0
9657,"University Of Pennsylvania, The Wharton School",Statistics,PhD,F10,Rejected,Website,5 Mar 2010,I,6 Mar 2010,"one more rejection, bye Tony...",,,,,
9658,Johns Hopkins University (JHU),Applied Math And Statistics (AMS),PhD,F10,Other,E-mail,5 Mar 2010,U,5 Mar 2010,They might be out of money. Seems like everyone got in this program. Anyone who did not get in???,,,,,
9659,The Wharton School - University Of Pennsylvania,Statistics,PhD,F10,Rejected,Website,5 Mar 2010,I,5 Mar 2010,I was the person below with the unknown decision; received a second mail stating that the decision is available online; and there it was - a rejection,,,,,
9660,"University Of Pennsylvania, The Wharton School",Statistics,PhD,F10,Rejected,Website,5 Mar 2010,A,5 Mar 2010,sadness,,,,,
9661,The Wharton School - University Of Pennsylvania,Applied Statistics,PhD,F10,Rejected,Website,5 Mar 2010,,5 Mar 2010,"to the person below, the decision should be available soon
good luck",,,,,
9662,"University Of Pennsylvania, The Wharton School",Statistics,PhD,F10,Other,E-mail,5 Mar 2010,O,5 Mar 2010,"received an email stating that the decision is available online, but it's not (assuming a rejection)",,,,,
9663,Pennsylvania State University (PSU),Applied Statistics,PhD,F10,Accepted,E-mail,16 Feb 2010,A,5 Mar 2010,,,,,,
9664,"University Of North Carolina, Chapel Hill (UNC)",Applied Statistics,PhD,F10,Accepted,E-mail,22 Feb 2010,A,5 Mar 2010,,,,,,
9665,Wisconsin At Madison,Applied Math And Statistics (AMS),Masters,F10,Accepted,Postal Service,8 Feb 2010,A,5 Mar 2010,Full funding,,,,,
9666,Johns Hopkins University (JHU),Applied Math And Statistics,PhD,F10,Accepted,E-mail,5 Mar 2010,U,5 Mar 2010,80% tuition waiver and waitlisted for TA position.  I wonder if anyone receives full funding.  It seems they're really short in funding...,,,,,
9667,Johns Hopkins University (JHU),Applied Mathematics And Statistics,PhD,F10,Accepted,E-mail,5 Mar 2010,I,5 Mar 2010,"80% tuition waiver, waitlisted for a TA fellowship",,550.0,790.0,4.0,
9668,Johns Hopkins University (JHU),Applied Mathematics And Statistics,PhD,F10,Accepted,E-mail,5 Mar 2010,A,5 Mar 2010,80% tuition waiver and waitlisted for TA position. Also asked to turn in FAFSA to be considered for GAANN fellowship.,3.8,610.0,790.0,4.5,
9669,Cornell University,Statistics,Masters,F10,Accepted,E-mail,5 Mar 2010,U,5 Mar 2010,,,,,,
9670,Johns Hopkins University (JHU),Applied Math And Statistics (AMS),PhD,F10,Wait listed,E-mail,5 Mar 2010,I,5 Mar 2010,,,,,,
9671,"University Of Illinois, Urbana Champaign (UIUC)",Statistics,Masters,F10,Accepted,E-mail,5 Mar 2010,U,5 Mar 2010,,,,,,
9672,"University Of Illinois, Chicago (UIC)",Statistics,Masters,F10,Wait listed,E-mail,5 Mar 2010,A,5 Mar 2010,E-mailed asst. grad coordinator... first round of offers already out.,3.1,550.0,800.0,0.0,
9673,Ecole Polytechnique F�d�rale De Lausanne (EPFL),Mathematical Statistics,PhD,F10,Rejected,E-mail,5 Mar 2010,I,5 Mar 2010,Very expected since I realized that I'd applied to a position sponsored by one particular professor rather than the program itself and my interests were a really bad fit to his.,,,,,
9674,"University Of Wisconsin, Madison",Statistics,PhD,F10,Accepted,Postal Service,5 Mar 2010,A,5 Mar 2010,"I had assumed I'd been rejected, and frankly, an ""offer"" with no funding is no better than a rejection.",,,,,
9675,UW Madison,Statistics - Biostatistics,PhD,F10,Accepted,Other,4 Mar 2010,A,5 Mar 2010,"email from finaid asking for my tax form, and ""Congratulations!"" on my.wisc.  No mention of funding.. then, a letter arrived today, ""without funding"" :-/ ----considering it----",,,,,
9676,Columbia University,Statistics,Masters,F10,Wait listed,E-mail,5 Mar 2010,I,5 Mar 2010,was told to visit website. anyone know how many they're accepting this term? hope for other schools diminishing exponentially,,,,,
9677,University Of Pittsburgh,Statistics,PhD,F10,Accepted,E-mail,3 Mar 2010,I,5 Mar 2010,,,,,,
9678,Colorado State University,Statistics,PhD,F10,Rejected,E-mail,3 Mar 2010,U,4 Mar 2010,,,,,,
9679,Columbia University,Statistics,PhD,F10,Accepted,E-mail,4 Mar 2010,A,4 Mar 2010,$2555/mth for the school year with $3000 stipend for the summer.,,,,,
9680,University Of Pittsburgh,Statistics,PhD,F10,Rejected,E-mail,4 Mar 2010,U,4 Mar 2010,,,,,,
9681,University Of Pittsburgh,Statistics,PhD,F10,Rejected,E-mail,4 Mar 2010,U,4 Mar 2010,,,,,,
9682,"University Of Maryland, College Park","AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,F10,Wait listed,Other,4 Mar 2010,A,4 Mar 2010,"If you wish to not attend UMD -CP please inform AMSC! I really hope to go there.

Thanks!",,,,,
9683,"University Of California, Los Angeles (UCLA)",Statistics,PhD,F10,Accepted,E-mail,25 Feb 2010,A,4 Mar 2010,,,,,,
9684,University Of Pennsylvania (UPenn),Statistics,PhD,F10,Rejected,E-mail,4 Mar 2010,A,4 Mar 2010,"I needed to figure out my schedule for visiting schools this month, so I emailed them and found out.",,,,,
9685,Chicago Booth School Of Business,Econometrics & Statistics,PhD,F10,Wait listed,E-mail,3 Mar 2010,A,4 Mar 2010,,3.96,0.0,800.0,0.0,
9686,"University Of California, Santa Barbara (UCSB)",Statistics & Applied Probability,Masters,F10,Rejected,Website,4 Mar 2010,A,4 Mar 2010,,,,,,
9687,"University Of Wisconsin, Madison",Statistics,Masters,F10,Accepted,Postal Service,4 Mar 2010,A,4 Mar 2010,no funding,3.69,710.0,800.0,5.5,
9688,University Of Minnesota (UMN),Statistics,Masters,F10,Rejected,E-mail,4 Mar 2010,A,4 Mar 2010,,3.69,710.0,800.0,5.5,
9689,"University Of California, Santa Barbara (UCSB)",Statistics & Applied Probability,PhD,F10,Rejected,Website,3 Mar 2010,A,3 Mar 2010,,,,,,
9690,Pennsylvania State University (PSU),Statistics,Masters,F10,Rejected,Other,2 Mar 2010,I,3 Mar 2010,mailed to check my status.....then.....>,,,,,
9691,Stanford University,Statistics,PhD,F10,Accepted,E-mail,2 Mar 2010,I,3 Mar 2010,,,,,,
9692,Pennsylvania State University (PSU),Statistics,PhD,F10,Accepted,E-mail,3 Mar 2010,I,3 Mar 2010,,,,,,
9693,University Of Chicago,Statistics,PhD,F10,Wait listed,Other,3 Mar 2010,O,3 Mar 2010,"Emailed to check my status, received very friendly reply that I am on list of 2nd-round offers.",,,,,
9694,Johns Hopkins University (JHU),Applied Math And Statistics,Masters,F10,Accepted,E-mail,1 Mar 2010,U,3 Mar 2010,,,,,,
9695,"University Of California, Santa Barbara (UCSB)",Applied Probability And Statistics,PhD,F10,Interview,E-mail,2 Mar 2010,U,3 Mar 2010,Did they give interviews last year? Email claims that it's not gonna be a formal interview but a brief chat. Hopefully this is a good sign. Fingers crossed. Good luck to the others on the same boat.,,,,,
9696,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,3 Mar 2010,U,3 Mar 2010,,,,,,
9697,University Of Connecticut,Statistics,PhD,F10,Rejected,E-mail,3 Mar 2010,U,3 Mar 2010,"emailed to check the status, then~~~no~~~~~~~",,,,,
9698,Colorado State University,Statistics,PhD,F10,Rejected,E-mail,3 Mar 2010,I,3 Mar 2010,sad and be worried about my application,,,,,
9699,Carnegie Mellon University (CMU),Statistics,PhD,F10,Accepted,E-mail,13 Jan 2010,I,2 Mar 2010,"To the CMU accepted below, did you recieve some funding offer?",,,,,
9700,Universite De Montreal,Statistics,Masters,F10,Accepted,E-mail,26 Feb 2010,O,2 Mar 2010,,,,,,
9701,"University Of Wisconsin, Madison",Statistics,PhD,F10,Accepted,Postal Service,2 Mar 2010,U,2 Mar 2010,"Recommended for admission by department, but still need graduate school to prove. To the person below, how did you know the status of financial aid? I did not find any info from the postal about financial aid.",,,,,
9702,Carnegie Mellon University (CMU),Statistics,PhD,F10,Accepted,E-mail,13 Jan 2010,A,2 Mar 2010,"Got accepted to the program on jan 13th, 
To give hopes to those in waitlist, I am announcing that i will not attend CMU !! one open position for one guy :) 

good luck!",,,,,
9703,"University Of California, Santa Barbara (UCSB)",Applied Probability And Statistics,PhD,F10,Interview,E-mail,2 Mar 2010,U,2 Mar 2010,,,0.0,0.0,0.0,840.0
9704,"University Of Wisconsin, Madison",Statistics,PhD,F10,Accepted,Postal Service,2 Mar 2010,I,2 Mar 2010,No financial aid,,,,,
9705,George Washington University,Statistics,Masters,F10,Accepted,E-mail,2 Mar 2010,A,2 Mar 2010,Half tuition package,,,,,
9706,Johns Hopkins University (JHU),Applied Math And Statistics,Masters,F10,Accepted,E-mail,1 Mar 2010,I,2 Mar 2010,,,,,,
9707,University Of Michigan,Statistics,PhD,F10,Rejected,E-mail,2 Mar 2010,I,2 Mar 2010,,,,,,
9708,Unversity Of Chicago,Statistics,PhD,F10,Accepted,E-mail,2 Mar 2010,I,2 Mar 2010,,,,,,
9709,Colorado State University,Applied Math And Statistics,PhD,F10,Accepted,E-mail,28 Feb 2010,U,2 Mar 2010,"full funded, pay 500$ for campus visit",,,,,
9710,"University Of Maryland, College Park",Mathematical Statistics,PhD,F10,Rejected,Website,2 Mar 2010,I,2 Mar 2010,,,,,,
9711,"University Of Maryland, College Park",Statistics,PhD,F10,Rejected,Website,2 Feb 2010,I,2 Mar 2010,,,,,,
9712,"University Of California, Santa Cruz (UCSC)",Statistics,PhD,F10,Rejected,E-mail,15 Feb 2010,I,2 Mar 2010,,,,,,
9713,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,2 Mar 2010,I,2 Mar 2010,,,,,,
9714,"University Of Illinois, Urbana Champaign (UIUC)",Statistics,PhD,F10,Rejected,E-mail,24 Feb 2010,I,2 Mar 2010,,,,,,
9715,Yale University,Statistics,Masters,F10,Rejected,Website,23 Feb 2010,I,2 Mar 2010,,,,,,
9716,Pennsylvania State University - University Park,Statistics,PhD,F10,Rejected,Other,1 Mar 2010,U,1 Mar 2010,"i emailed the department asked for my status, and ...rejection  :(",,,,,
9717,"University Of Michigan, Ann Arbor",Statistics,PhD,S10,Rejected,E-mail,1 Mar 2010,I,1 Mar 2010,,,,,,
9718,University Of Connecticut- Storrs,Statistics,PhD,F10,Rejected,Postal Service,1 Mar 2010,U,1 Mar 2010,"""Your academic record is not strong enough for our program.""",,,,,
9719,"University of Texas, Austin (UT Austin)",Statistics,Masters,F10,Accepted,E-mail,1 Mar 2010,A,1 Mar 2010,,,,,,
9720,North Carolina State University (NCSU),Statistics,PhD,F10,Accepted,Website,1 Mar 2010,A,1 Mar 2010,,,,,,
9721,"University Of Illinois, Urbana Champaign (UIUC)",Statistics,Masters,F10,Accepted,E-mail,25 Feb 2010,I,1 Mar 2010,,,,,,
9722,Harvard University,Statistics,PhD,F10,Accepted,Postal Service,1 Mar 2010,I,1 Mar 2010,no email notification.,,,,,
9723,North Carolina State University (NCSU),Statistics,PhD,F10,Accepted,E-mail,8 Feb 2010,A,1 Mar 2010,with decent funding!,,,,,
9724,University Of Maryland - College Parkama,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,F10,Accepted,E-mail,1 Mar 2010,A,1 Mar 2010,TA ship + Dean's Scholarship. Yay! First official admit.,3.99,590.0,780.0,5.0,
9725,University Of Connecticut,Statistics,Masters,F10,Accepted,E-mail,26 Feb 2010,I,28 Feb 2010,,,,,,
9726,"University Of Michigan, Ann Arbor",Statistics,PhD,F10,Accepted,E-mail,27 Feb 2010,I,28 Feb 2010,full funding,,,,,
9727,"University Of Marlyand, College Park","AMSC(Applied Mathematics & Statistics, And Scientific Computation), PhD (F10)",PhD,F10,Accepted,E-mail,27 Feb 2010,U,28 Feb 2010,To the poster who received offer from Maryland:  Could you please send me an email?  I have some questions about the offer and I would like to discuss with you.  My email is slipkark@gmail.com.  Thanks!,,,,,
9728,University Of Connecticut,Statistics,PhD,F10,Rejected,Postal Service,28 Feb 2010,U,28 Feb 2010,,,,,,
9729,"University Of Marlyand, College Park","AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,F10,Accepted,E-mail,27 Feb 2010,U,28 Feb 2010,"TA+Fellowship. 
First response from 8 programs applied.
Bless all",,,,,
9730,Brown University,"Biostatistics, Statistics",PhD,F10,Rejected,Website,24 Feb 2010,I,27 Feb 2010,,3.96,440.0,790.0,3.0,
9731,University Of Chicago,Statistics,PhD,F10,Accepted,E-mail,24 Feb 2010,I,27 Feb 2010,Fully funded :) feeling great.........,,,,,
9732,Harvard University,Statistics,Masters,F10,Accepted,E-mail,27 Feb 2010,I,27 Feb 2010,"Today received an e-mail from the stuff assistant, tell me I have been admitted for the A.M. Program. So happy!!!!!!
First Ad after 3 rejection! :) Good luck to everybody!",3.44,490.0,800.0,3.0,
9733,University Of Iowa,Statistics,PhD,F10,Rejected,E-mail,27 Feb 2010,I,27 Feb 2010,,,,,,
9734,SUNY Stony Brook,Applied Math And Statistics,PhD,F10,Accepted,E-mail,17 Feb 2010,U,26 Feb 2010,"To the Stony Brook person below, I received an offer from the graduate director a week ago but I already declined it. The offer included TAships and 17.5K stipend.",,,,,
9735,"University Of Wisconsin, Madison",Statistics - Biostatistics,PhD,F10,Accepted,Phone,26 Feb 2010,U,26 Feb 2010,Was told that I was admitted without funding over the phone.,,,,,
9736,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,23 Feb 2010,I,26 Feb 2010,sad:(,,,,,
9737,"University Of Wisconsin, Madison",Statistics,Masters,F10,Rejected,E-mail,26 Feb 2010,A,26 Feb 2010,,,,,,
9738,University Of Michigan,Applied Statistics,Masters,F10,Accepted,E-mail,24 Feb 2010,,26 Feb 2010,Did anyone receive funding for the MA?,,,,,
9739,Stanford University,Statistics,PhD,F10,Rejected,E-mail,6 Feb 2010,I,26 Feb 2010,,,,,,
9740,University Of Michigan,Applied Statistics,Masters,F10,Accepted,E-mail,25 Feb 2010,I,26 Feb 2010,,,,,,
9741,Oxford University,Genomic Medicine And Statistics,PhD,F10,Rejected,E-mail,12 Feb 2010,I,26 Feb 2010,,,,,,
9742,Carnegie Mellon University (CMU),Statistics,PhD,F10,Wait listed,E-mail,13 Jan 2010,I,26 Feb 2010,on the funding waiting list since admission. Any idea of the size of the list?,,,,,
9743,North Carolina State University (NCSU),Statistics,Masters,F10,Accepted,E-mail,25 Feb 2010,A,25 Feb 2010,"No funding at this time, but they will let me know if funding becomes available.",3.69,710.0,800.0,5.5,
9744,Yale University,Statistics,PhD,F10,Accepted,Postal Service,25 Feb 2010,I,25 Feb 2010,"Dream school, fairy-tale architecture. Midway between boston and NY. Superb placement. 

I am definitely going. Sorry for those on waitlist.",3.2,500.0,750.0,0.0,
9745,North  Carolina State University,Statistics,Masters,F10,Accepted,E-mail,25 Feb 2010,A,25 Feb 2010,,,,,,
9746,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F10,Accepted,E-mail,25 Feb 2010,U,25 Feb 2010,,,,,,
9747,Harvard University,Statistics,PhD,F10,Rejected,Postal Service,25 Feb 2010,O,25 Feb 2010,"i called this morning, and they told me the decision over the phone...bye harvard. good luck everyone!",,,,,
9748,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F10,Accepted,E-mail,25 Feb 2010,I,25 Feb 2010,,,,,,
9749,University Of British Columbia (UBC),Statistics,PhD,F10,Rejected,Website,25 Feb 2010,I,25 Feb 2010,sad...,,,,,
9750,Yale University,Statistics,PhD,F10,Accepted,Website,24 Feb 2010,I,25 Feb 2010,,,,,,
9751,"University Of North Carolina, Chapel Hill (UNC)",Statistics,PhD,F10,Accepted,E-mail,24 Feb 2010,I,25 Feb 2010,,,,,,
9752,University Of Florida (UFL),Statistics,PhD,F10,Accepted,E-mail,24 Feb 2010,I,25 Feb 2010,,,,,,
9753,Purdue University,Statistics,Masters,F10,Accepted,E-mail,24 Feb 2010,A,25 Feb 2010,,,,,,
9754,"University Of California, Irvine (UCI)",Statistics,Masters,F10,Accepted,E-mail,23 Feb 2010,I,25 Feb 2010,1st acceptance~ good start~,,,,,
9755,Harvard University,Statistics,PhD,F10,Wait listed,Postal Service,23 Feb 2010,,24 Feb 2010,Postmark 2/19. How large is the waiting list and what is the stipend?,,,,,
9756,Havard,Statistics,PhD,F10,Other,Phone,24 Feb 2010,U,24 Feb 2010,"About an hour ago, I called the department and the staff told me that ALL decisions had been made. Delivery of postal mail may take up to a week in the states. And I have not received any either (AZ).",,,,,
